#Serovar	Isolate	Location	Isolation Source	Isolation type	SNP cluster	Min-same	Min-diff	BioSample	Assembly	AMR genotypes core	Collection Date
	PDT000288430.3	USA	stool	clinical	PDS000035127.7	31		SAMN08580529	GCA_012257345.1	blaEC=COMPLETE	2018-01-24
	PDT000455182.2	USA:MI	stool	clinical	PDS000061297.5	27		SAMN10506173	GCA_012014165.1	blaEC=COMPLETE	2010
	PDT000287879.3	USA	stool	clinical	PDS000035481.20	7	8	SAMN08558981	GCA_012258875.1	blaEC=COMPLETE	2017-11-19
Pending:Pending	PDT000084215.3	USA	stool	clinical	PDS000034244.12	24		SAMN03797954	GCA_012786815.1	blaEC=COMPLETE	2013-10
	PDT000142534.3	USA:TX	stool	clinical	PDS000034244.12	29		SAMN05371102	GCA_012639325.1	blaEC=COMPLETE,blaTEM-1=COMPLETE	2013
	PDT000725723.1	USA	stool	clinical	PDS000034244.12	29		SAMN13617561	GCA_012920755.1	blaEC=COMPLETE	2005
	PDT000725739.1	USA	stool	clinical	PDS000003453.24	4		SAMN13617547	GCA_012920835.1	blaEC=COMPLETE	2004
E.coli O145:Pending	PDT000112427.3	USA	stool	clinical	PDS000007968.21	15		SAMN04526234	GCA_012748355.1	blaEC=MISTRANSLATION	2016-01
Undetermined:Isolate to CDC	PDT000112837.3	USA	stool	clinical	PDS000004832.26	21	38	SAMN04532510	GCA_012763875.1	blaEC=COMPLETE	2016-02
O157:H7	PDT000250643.3	USA:MI	stool	clinical	PDS000033317.3	2		SAMN07738630	GCA_012373275.1	blaEC=COMPLETE	2008
O157:H7	PDT000250645.3	USA:MI	stool	clinical	PDS000033317.3	0		SAMN07738693	GCA_012372015.1	blaEC=COMPLETE	2008
	PDT000281598.3	USA:MI	stool	clinical	PDS000033317.3	0		SAMN08102381	GCA_012265855.1	blaEC=COMPLETE	2008
	PDT000281604.3	USA:MI	stool	clinical	PDS000033317.3	1		SAMN08102376	GCA_012263725.1	blaEC=COMPLETE	2008
	PDT000284925.3	USA:MI	stool	clinical	PDS000033317.3	1		SAMN07717156	GCA_012262385.1	blaEC=COMPLETE	2008
	PDT000284932.3	USA:MI	stool	clinical	PDS000033317.3	0		SAMN07717164	GCA_012262225.1	blaEC=COMPLETE	2008
	PDT000287893.3	USA	stool	clinical	PDS000035069.18	0	7	SAMN08558978	GCA_012257725.1	blaEC=COMPLETE	2018-01-29
	PDT000795533.1	USA	stool	environmental/other	PDS000035069.18		2	SAMN15634839	GCA_013612315.1	blaEC=COMPLETE	2020-06-27
	PDT000248572.1	USA: CT	feces	clinical	PDS000020073.4	17	30	SAMN05605335	GCA_002458725.1	blaEC=COMPLETE	2005
	PDT000538661.2	USA	feces	environmental/other	PDS000020073.4	3	4	SAMN12213326		blaEC=COMPLETE	2009-07-21
	PDT000538662.2	USA	feces	environmental/other	PDS000020073.4	0	1	SAMN12213329		blaEC=COMPLETE	2009-09-24
	PDT000538676.2	USA	feces	environmental/other	PDS000020073.4	0	1	SAMN12213351		blaEC=COMPLETE	2009-09-24
	PDT000725765.1	USA	stool	clinical	PDS000020073.4	17	19	SAMN13617523	GCA_012920995.1	blaEC=COMPLETE	2003
	PDT000285814.3	USA	stool	clinical	PDS000018600.12	5		SAMN08501049	GCA_012258565.1	blaEC=MISTRANSLATION,mcr-1.1=COMPLETE	2018-01-22
	PDT000715502.1	USA	stool	clinical	PDS000034798.7	1		SAMN14136440	GCA_012852655.1	blaEC=COMPLETE	2014
	PDT000715503.1	USA	stool	clinical	PDS000034798.7	0		SAMN14136427	GCA_012863915.1	blaEC=COMPLETE	2014
	PDT000715504.1	USA	stool	clinical	PDS000034798.7	0		SAMN14136433	GCA_012852675.1	blaEC=COMPLETE	2014
	PDT000715505.1	USA	stool	clinical	PDS000034798.7	1		SAMN14136435	GCA_012852635.1	blaEC=COMPLETE	2014
	PDT000715506.1	USA	stool	clinical	PDS000034798.7	0		SAMN14136447	GCA_012852615.1	blaEC=COMPLETE	2014
	PDT000715507.1	USA	stool	clinical	PDS000034798.7	0		SAMN14136432	GCA_012852575.1	blaEC=COMPLETE	2014
	PDT000715508.1	USA	stool	clinical	PDS000034798.7	0		SAMN14136446	GCA_012852555.1	blaEC=COMPLETE	2014
	PDT000715509.1	USA	stool	clinical	PDS000034798.7	0		SAMN14136428	GCA_012852595.1	blaEC=COMPLETE	2014
	PDT000715510.1	USA	stool	clinical	PDS000034798.7	0		SAMN14136429	GCA_012883815.1	blaEC=COMPLETE	2014
	PDT000715511.1	USA	stool	clinical	PDS000034798.7	2		SAMN14136448	GCA_012852515.1	blaEC=COMPLETE	2014
	PDT000715512.1	USA	stool	clinical	PDS000034798.7	0		SAMN14136430	GCA_012852535.1	blaEC=COMPLETE	2014
	PDT000715513.1	USA	stool	clinical	PDS000034798.7	0		SAMN14136426	GCA_012852455.1	blaEC=COMPLETE	2014
	PDT000715514.1	USA	stool	clinical	PDS000034798.7	0		SAMN14136431	GCA_012852495.1	blaEC=COMPLETE	2014
	PDT000715515.1	USA	stool	clinical	PDS000034798.7	0		SAMN14136444	GCA_012852475.1	blaEC=COMPLETE	2014
	PDT000715516.1	USA	stool	clinical	PDS000034798.7	0		SAMN14136445	GCA_012852435.1	blaEC=COMPLETE	2014
Pending:Undetermined	PDT000101091.3	USA	stool	clinical	PDS000035447.15	32	28	SAMN04351185	GCA_012768035.1	blaEC=COMPLETE	2015-11
Undetermined:HNT	PDT000128446.3	USA	stool	clinical	PDS000044986.10	6		SAMN04916756	GCA_012900265.1	blaEC=COMPLETE	2016-04
	PDT000147463.3	USA	stool	clinical	PDS000044986.10	19		SAMN05733146	GCA_012626165.1	blaEC=COMPLETE	2014-02-08
	PDT000452673.4	USA:MI	stool	clinical	PDS000057098.4	20	31	SAMN10506061		blaEC=COMPLETE	2007
Isolate to CDC:Isolate to CDC	PDT000125569.3	USA	stool	clinical	PDS000034150.7	3		SAMN04621365	GCA_012901465.1	blaEC=COMPLETE	2014-04
	PDT000275560.1	USA: FL	feces	environmental/other	PDS000001125.11	0		SAMN04160773	GCA_002849165.1	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaCTX-M-1=COMPLETE,blaEC=COMPLETE,blaTEM-1=COMPLETE,floR=COMPLETE,mph(A)=COMPLETE,qnrB19=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	2014-11
	PDT000491092.1	USA: Alachua	feces	environmental/other	PDS000001125.11	25		SAMN11334544	GCA_004792745.1	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaCTX-M-1=COMPLETE,blaEC=COMPLETE,blaTEM-1=COMPLETE,floR=COMPLETE,mph(A)=COMPLETE,qnrB19=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	2017-06
	PDT000860175.1	USA	stool	environmental/other	PDS000058323.4	0	0	SAMN11632895	GCA_014891495.1	blaEC=COMPLETE	2019-04-28
	PDT000236263.3	USA:MN	feces	environmental/other	PDS000035905.13	0	8	SAMN07525050	GCA_012424005.1	blaEC=COMPLETE	2017-08
	PDT000236270.3	USA:MN	feces	environmental/other	PDS000035905.13	0	8	SAMN07525051	GCA_012425045.1	blaEC=COMPLETE	2017-08
	PDT000237294.5	USA:MN	feces	environmental/other	PDS000035905.13	0	8	SAMN07525046	GCA_012160145.1	blaEC=COMPLETE	2017-08
	PDT000793962.1	USA	stool	environmental/other	PDS000035905.13	39	2	SAMN15594612	GCA_013482425.1	blaEC=COMPLETE	2020-06-23
	PDT000142542.3	USA:TX	stool	clinical	PDS000000812.39	25	34	SAMN05371110	GCA_012638965.1	blaEC=COMPLETE	2013
	PDT000213225.3	USA	stool	clinical	PDS000000812.39	29	8	SAMN07172030	GCA_012466605.1	blaEC=COMPLETE	2015-04-24
Pending:Pending	PDT000130433.3	USA	stool	clinical	PDS000034408.21	16	30	SAMN04925751	GCA_012899105.1	blaEC=COMPLETE	2016-02
Pending:Undetermined	PDT000132630.3	USA	stool	clinical	PDS000005751.21	8		SAMN04191664	GCA_012897145.1	blaEC=COMPLETE	2015-09
Isolate to CDC:Isolate to CDC	PDT000124934.3	USA	stool	clinical	PDS000057234.1	0	0	SAMN04632368	GCA_012706625.1	blaEC=COMPLETE,fosA7.5=COMPLETE	2016-03
Pending:Undetermined	PDT000101088.3	USA	stool	clinical	PDS000034623.11	25		SAMN04351192	GCA_012765615.1	blaEC=COMPLETE	2015-08
	PDT000287872.3	USA	stool	clinical	PDS000035500.17	7		SAMN08558970		aph(3')-Ia=COMPLETE,blaEC=COMPLETE,gyrA_S83L=POINT,nfsA_S33R=POINT,tet(A)=COMPLETE	2018-01-26
O111:H8	PDT000607745.2	USA:KY	stool	clinical	PDS000034719.22	18	21	SAMN13026778	GCA_011845265.1	blaEC=COMPLETE	2019-09-26
	PDT000285813.3	USA	stool	clinical	PDS000007026.21	32	19	SAMN08501035	GCA_012258525.1	blaEC=COMPLETE	2018-01-01
	PDT000285853.3	USA	stool	clinical	PDS000033355.13	1		SAMN08501053		aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaEC=COMPLETE,sul2=COMPLETE,tet(B)=COMPLETE	2018-01-11
Pending:Undetermined	PDT000101055.3	USA	stool	clinical	PDS000034455.16	24		SAMN04335026	GCA_012772915.1	blaEC=COMPLETE	2015-10
	PDT000147487.3	USA	stool	clinical	PDS000033132.7	33		SAMN05733199	GCA_012626185.1	blaEC=COMPLETE	2015-01-23
	PDT000281620.4	USA:MI	stool	clinical	PDS000066514.1	36		SAMN08102362	GCA_011854965.1	blaEC=COMPLETE	2009
Pending:Pending	PDT000049079.3	USA	stool	clinical	PDS000034538.6	1		SAMN03294823	GCA_012827135.1	blaEC=COMPLETE	2014-11
	PDT000771645.1	USA:Kansas	feces	environmental/other	PDS000017812.3	0		SAMN09381050	GCA_013369685.1	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaEC=COMPLETE,blaTEM-1=COMPLETE,tet(B)=COMPLETE,tet(M)=COMPLETE	2014
	PDT000771677.1	USA:Kansas	feces	environmental/other	PDS000017812.3	4		SAMN09381145	GCA_013370385.1	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaEC=COMPLETE,blaTEM-1=COMPLETE,tet(B)=COMPLETE,tet(M)=COMPLETE	2014
	PDT000771683.1	USA:Kansas	feces	environmental/other	PDS000017812.3	4		SAMN09381138	GCA_013370505.1	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaEC=COMPLETE,blaTEM-1=COMPLETE,tet(B)=COMPLETE,tet(M)=COMPLETE	2014
	PDT000771696.1	USA:Kansas	feces	environmental/other	PDS000017812.3	15		SAMN09381032	GCA_013370735.1	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaEC=COMPLETE,blaTEM-1=COMPLETE,tet(B)=COMPLETE,tet(M)=COMPLETE	2014
	PDT000101849.3	USA:FL	feces	clinical	PDS000034454.5		5	SAMN04335046	GCA_012741335.1	blaEC=COMPLETE	2012-01-23
	PDT000094946.1	USA: Texas Panhandle	feces	environmental/other	PDS000001143.3	21		SAMN04099627	GCA_001446455.1	aadA7=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaCMY-2=COMPLETE,blaEC=COMPLETE,floR=COMPLETE,sul1=COMPLETE,sul2=COMPLETE,tet(A)=PARTIAL	2014-07-14
	PDT000094947.1	USA: Texas Panhandle	feces	environmental/other	PDS000001143.3	21		SAMN04099654	GCA_001446595.1	aadA7=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaCMY-2=COMPLETE,blaEC=COMPLETE,floR=COMPLETE,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	2014-06-23
	PDT000094948.1	USA: Texas Panhandle	feces	environmental/other	PDS000001143.3	23		SAMN04099655	GCA_001446615.1	aadA7=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaCMY-2=COMPLETE,blaEC=COMPLETE,floR=COMPLETE,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	2014-06-23
Pending:Pending	PDT000124930.3	USA	stool	clinical	PDS000006234.4	23		SAMN04632364	GCA_012706205.1	blaEC=COMPLETE	2016-03
Undetermined:Isolate to CDC	PDT000106277.3	USA	stool	clinical	PDS000046227.7	18		SAMN04159683	GCA_012724495.1	blaEC=COMPLETE,fosA7.5=COMPLETE	2015-08
Undetermined:HNT	PDT000102793.3	USA	stool	clinical	PDS000033325.4	30		SAMN04382888	GCA_012732185.1	blaEC=COMPLETE	2015-11
	PDT000161422.3	USA	stool	clinical	PDS000035918.10	32		SAMN06030890	GCA_012548155.1	blaEC=COMPLETE	2016-08-24
	PDT000147498.3	USA	stool	clinical	PDS000034913.5	3		SAMN05733212	GCA_012626445.1	blaEC=COMPLETE	2015-07-10
	PDT000725673.1	USA	stool	clinical	PDS000057530.2	20		SAMN13617468	GCA_012926205.1	blaEC=COMPLETE,marR_R77L=POINT	2001
	PDT000137594.3	USA	stool	clinical	PDS000034067.7	24		SAMN05374553	GCA_012668585.1	blaEC=COMPLETE	2014-04-30
Undetermined:Undetermined	PDT000102784.3	USA	stool	clinical	PDS000004836.14	34		SAMN04420768	GCA_012732435.1	blaEC=COMPLETE	2016-01
	PDT000768913.1	USA: California	feces	environmental/other	PDS000034453.7	13	44	SAMN14449600	GCA_013357365.1	blaEC=COMPLETE	2010-09-23
	PDT000128889.3	USA:WI	stool	clinical	PDS000034322.3	0		SAMN04934441	GCA_012687465.1	blaEC=COMPLETE	2016
	PDT000128890.3	USA:WI	stool	clinical	PDS000034322.3	9		SAMN04934440	GCA_012687625.1	blaEC=COMPLETE	2016
	PDT000147497.3	USA	stool	clinical	PDS000033914.9	18	3	SAMN05733213	GCA_012626085.1	blaEC=COMPLETE	2015-07-08
	PDT000288520.3	USA	stool	clinical	PDS000006228.8	1		SAMN08581621	GCA_012256145.1	blaEC=COMPLETE	2017-11-19
	PDT000281623.3	USA:MI	stool	clinical	PDS000018421.7	1		SAMN08102360	GCA_012263745.1	blaEC=COMPLETE	2008
O157:H7	PDT000354122.3	USA:MI	stool	clinical	PDS000018421.7	1		SAMN07738664	GCA_012128495.1	blaEC=COMPLETE	2008
	PDT000150923.3	USA	stool	clinical	PDS000033842.3	36		SAMN05851575	GCA_012905185.1	blaEC=COMPLETE	2012-09-07
Pending:Pending	PDT000084238.3	USA	stool	clinical	PDS000034619.3	0		SAMN03764538	GCA_012783535.1	blaEC=COMPLETE,gyrA_S83L=POINT	2015-05
	PDT000213227.3	USA	stool	clinical	PDS000034619.3	15		SAMN07172026	GCA_012466525.1	blaEC=COMPLETE,gyrA_S83L=POINT	2015-06-20
	PDT000252741.3	USA:MI	stool	clinical	PDS000035570.4	25		SAMN07717152	GCA_012369535.1	blaEC=COMPLETE	2007
	PDT000252743.3	USA:MI	stool	clinical	PDS000035570.4	19		SAMN07717129	GCA_012369575.1	blaEC=COMPLETE	2007
	PDT000234852.3	USA:MN	feces	environmental/other	PDS000057503.1	16	0	SAMN07509374		aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaEC=COMPLETE,cyaA_S352T=POINT,sul2=COMPLETE,tet(B)=COMPLETE,uhpT_E350Q=POINT	2017-07
Pending:Pending	PDT000083252.3	USA	stool	clinical	PDS000058094.2	22		SAMN04010054	GCA_012796255.1	blaEC=COMPLETE	2015-07
Undetermined:Pending	PDT000065511.5	USA	stool	clinical	PDS000003653.8	4		SAMN03734452	GCA_012161015.1	blaEC=COMPLETE	2015-04
Undetermined:Pending	PDT000066873.3	USA	stool	clinical	PDS000003653.8	4		SAMN03754048	GCA_012811495.1	blaEC=COMPLETE	2015-04
	PDT000281602.3	USA:MI	stool	clinical	PDS000035097.7	4		SAMN08102521	GCA_012265845.1	blaEC=COMPLETE	2009
	PDT000396682.2	USA:MI	stool	clinical	PDS000035097.7	0		SAMN10289797	GCA_012070095.1	blaEC=COMPLETE	2009
	PDT000410726.2	USA:MI	stool	clinical	PDS000035097.7	0		SAMN10461333	GCA_012055085.1	blaEC=COMPLETE	2009
	PDT000410727.2	USA:MI	stool	clinical	PDS000035097.7	0		SAMN10461332	GCA_012055045.1	blaEC=COMPLETE	2009
	PDT000467838.2	USA:MI	stool	clinical	PDS000035097.7	1		SAMN10965574	GCA_012009525.1	blaEC=COMPLETE	2009
Undetermined:HNT	PDT000102886.3	USA	stool	clinical	PDS000037182.8	29		SAMN04254317	GCA_012730775.1	blaEC=COMPLETE	2015-10
Pending:Pending	PDT000107822.3	USA	stool	clinical	PDS000034363.5	3		SAMN04490811	GCA_012739535.1	blaEC=COMPLETE	2016-01
	PDT000136890.3	USA:CA	feces	environmental/other	PDS000057086.1	1		SAMN05275868	GCA_012671205.1	blaEC=COMPLETE	2006-11
	PDT000136891.3	USA:CA	feces	environmental/other	PDS000057086.1	1		SAMN05275869	GCA_012671275.1	blaEC=COMPLETE	2006-11
	PDT000465683.2	USA:MI	stool	clinical	PDS000035046.7	40	46	SAMN10506146	GCA_012011365.1	blaEC=COMPLETE	2013
	PDT000525758.2	USA	stool	environmental/other	PDS000058056.4		3	SAMN12100776	GCA_011929555.1	blaEC=COMPLETE	2019-05-29
Pending:Undetermined	PDT000083227.3	USA	stool	clinical	PDS000057870.2	30		SAMN04010056	GCA_012796985.1	blaEC=COMPLETE	2015-08
	PDT000243052.1	USA: FL	feces	environmental/other	PDS000007639.4	8		SAMN05409604	GCA_002326965.1	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaCTX-M-15=COMPLETE,blaEC=COMPLETE,blaTEM-1=COMPLETE,dfrA14=COMPLETE,qnrS1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	2015-12-01
	PDT000488290.1	USA: Alachua, FL	feces	environmental/other	PDS000007639.4	10		SAMN11334856	GCA_004767715.1	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaCTX-M-15=COMPLETE,blaEC=COMPLETE,blaTEM-1=COMPLETE,dfrA14=COMPLETE,qnrS1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	2016
Isolate to CDC:Isolate to CDC	PDT000130426.3	USA	stool	clinical	PDS000036129.10	18		SAMN04931862	GCA_012899365.1	blaEC=COMPLETE	2016-02
Pending:Pending	PDT000083143.3	USA	stool	clinical	PDS000000783.11	0		SAMN04075516	GCA_012801895.1	blaEC=COMPLETE	2015-08
Pending:Pending	PDT000096870.3	USA	stool	clinical	PDS000000783.11	1		SAMN04279093	GCA_012771235.1	blaEC=COMPLETE	2015-08
Undetermined:Isolate to CDC	PDT000112838.3	USA	stool	clinical	PDS000034125.5	23		SAMN04532511	GCA_012763815.1	blaEC=COMPLETE,tet(C)=COMPLETE	2016-02
	PDT000134079.3	USA	stool	clinical	PDS000034125.5	34		SAMN05226674	GCA_012676325.1	blaEC=COMPLETE,gyrA_S83L=POINT,tet(C)=COMPLETE	2015-12-02
	PDT000488243.1	USA: Ohio	feces	clinical	PDS000044730.3	1	2	SAMN08810279	GCA_004766775.1	blaEC=COMPLETE,tet(C)=COMPLETE	2014
	PDT000488245.1	USA: Ohio	feces	clinical	PDS000044730.3	1	4	SAMN08810281	GCA_004766745.1	blaEC=COMPLETE,tet(C)=COMPLETE	2014
	PDT000488263.1	USA: Ohio	feces	clinical	PDS000044730.3	1	1	SAMN08810278	GCA_004767115.1	blaEC=COMPLETE,tet(C)=COMPLETE	2014
	PDT000488884.1	USA: Ohio	feces	clinical	PDS000044730.3	1	5	SAMN08810280	GCA_004769025.1	blaEC=COMPLETE,tet(C)=COMPLETE	2014
Undetermined:Undetermined	PDT000114530.3	USA	stool	clinical	PDS000034320.6	24		SAMN04543452	GCA_012761475.1	blaEC=COMPLETE,fosA7.5=COMPLETE,gyrA_S83L=POINT	2016-02
	PDT000218950.1	USA:CA	feces	environmental/other	PDS000035211.4	5	28	SAMN06005841	GCA_002194715.1	blaEC=COMPLETE	2012-12-06
Pending:Undetermined	PDT000065186.3	USA	stool	clinical				SAMN03492161	GCA_012816895.1	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaEC=COMPLETE,qnrB19=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	2015-02
Isolate to CDC:Isolate to CDC	PDT000069414.3	USA	stool	clinical				SAMN03755591	GCA_012809735.1	aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,blaEC=COMPLETE,blaTEM-1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	2015-02
Undetermined:Isolate to CDC	PDT000083988.3	USA	stool	clinical				SAMN03897361	GCA_012794215.1	aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(3')-Ia=PARTIAL_END_OF_CONTIG,aph(6)-Id=COMPLETE,blaEC=COMPLETE,sul2=PARTIAL_END_OF_CONTIG,tet(B)=COMPLETE	2015-07
Pending:Undetermined	PDT000084016.3	USA	stool	clinical				SAMN03857010	GCA_012793795.1	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaEC=COMPLETE,sul2=COMPLETE,tet(B)=COMPLETE	2015-06
Undetermined:Pending	PDT000084208.2	USA	stool	clinical				SAMN03775203	GCA_012786435.1	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaEC=COMPLETE,blaTEM-1=COMPLETE,dfrA8=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	2015-05
Undetermined:H7	PDT000085628.3	USA	stool	clinical				SAMN03785427	GCA_012781835.1	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaEC=COMPLETE,blaTEM-1=COMPLETE,dfrA5=COMPLETE,gyrA_S83L=POINT,marR_S3N=POINT,sul1=PARTIAL,sul2=COMPLETE,tet(A)=COMPLETE	2014-02
	PDT000087351.3	USA:TX	stool	clinical				SAMN04148312	GCA_012778295.1	aac(3)-VIa=COMPLETE,aadA1=COMPLETE,blaEC=COMPLETE,sul1=COMPLETE,tet(A)=COMPLETE	2015
Undetermined:H25	PDT000102816.3	USA	stool	clinical				SAMN04412496	GCA_012731935.1	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaCMY-2=COMPLETE,blaEC=COMPLETE,dfrA1=COMPLETE,floR=COMPLETE,gyrA_D87N=POINT,gyrA_S83L=POINT,parC_S80I=POINT,sul2=COMPLETE,tet(A)=COMPLETE	2015-12
	PDT000113709.3	USA	stool	clinical				SAMN04546755	GCA_012762595.1	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaEC=COMPLETE,sul2=COMPLETE,tet(B)=COMPLETE	2016-01-12
	PDT000113710.3	USA	stool	clinical				SAMN04546760	GCA_012762695.1	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaEC=COMPLETE,blaTEM-1=COMPLETE,dfrA8=COMPLETE,sul2=COMPLETE,tet(B)=COMPLETE	2016-01-14
Undetermined:Undetermined	PDT000114529.3	USA	stool	clinical				SAMN04543451	GCA_012761255.1	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaEC=COMPLETE,sul2=COMPLETE,tet(B)=COMPLETE	2016-02
Undetermined:Isolate to CDC	PDT000127375.3	USA	stool	clinical				SAMN04868813	GCA_012900585.1	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaEC=COMPLETE,tet(A)=COMPLETE	2016-03
	PDT000137564.3	USA	stool	clinical				SAMN05374519	GCA_012668385.1	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaEC=COMPLETE,qnrB19=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	2015-08-21
	PDT000137565.3	USA	stool	clinical				SAMN05374520	GCA_012668505.1	aadA1=COMPLETE,blaEC=COMPLETE,dfrA1=COMPLETE,sat2=COMPLETE,sul2=COMPLETE,tet(B)=COMPLETE	2015-08-24
	PDT000142531.3	USA:TX	stool	clinical				SAMN05371099		aph(3'')-Ib=COMPLETE,aph(3'')-Ib=PARTIAL_END_OF_CONTIG,aph(6)-Id=COMPLETE,aph(6)-Id=PARTIAL_END_OF_CONTIG,blaEC=COMPLETE,blaTEM-1=COMPLETE,dfrA8=COMPLETE,sul2=COMPLETE,tet(B)=COMPLETE	2013
	PDT000142540.3	USA:TX	stool	clinical				SAMN05371108	GCA_012638605.1	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaEC=COMPLETE,sul2=COMPLETE,tet(B)=COMPLETE	2013
	PDT000142543.3	USA:TX	stool	clinical				SAMN05371111		aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,blaEC=COMPLETE,blaTEM-1=COMPLETE,dfrA8=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE,tet(B)=COMPLETE	2013
	PDT000145200.3	USA:TX	stool	clinical				SAMN05371127	GCA_012633545.1	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaEC=COMPLETE,sul2=COMPLETE,tet(B)=COMPLETE	2013
	PDT000148505.2	USA	stool	clinical				SAMN05757127	GCA_012589685.1	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaEC=COMPLETE,blaTEM-1=COMPLETE,dfrA8=COMPLETE,sul2=COMPLETE	2007-05-04
	PDT000157514.2	USA	stool	clinical				SAMN05992170	GCA_012561735.1	aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,blaEC=COMPLETE,blaTEM-1=COMPLETE,dfrA5=COMPLETE,sul2=COMPLETE,tet(B)=COMPLETE	2016-08-15
	PDT000151014.2	USA	stool	clinical	PDS000073795.1	0		SAMN05853050	GCA_012583655.1	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaEC=COMPLETE,blaTEM-1=COMPLETE,dfrA8=COMPLETE,sul2=COMPLETE	2016-02-28
	PDT000287885.3	USA	stool	clinical	PDS000035065.116	23	25	SAMN08559006	GCA_012258665.1	blaEC=COMPLETE	2017-08-04
	PDT000396679.2	USA:MI	stool	clinical	PDS000035065.116	5	34	SAMN10289761	GCA_012070865.1	blaEC=COMPLETE	2009
	PDT000396681.2	USA:MI	stool	clinical	PDS000035065.116	5	35	SAMN10289799	GCA_012070035.1	blaEC=COMPLETE	2009
	PDT000396683.2	USA:MI	stool	clinical	PDS000035065.116	20	28	SAMN10289793	GCA_012070055.1	blaEC=COMPLETE	2007
	PDT000398017.2	USA:MI	stool	clinical	PDS000035065.116	8	10	SAMN10315660	GCA_012069825.1	blaEC=COMPLETE	2009
Pending:Pending	PDT000114643.3	USA	stool	clinical	PDS000034128.170	10	26	SAMN04550287	GCA_012716335.1	blaEC=COMPLETE	2016-02
Isolate to CDC:Isolate to CDC	PDT000132576.3	USA	stool	clinical	PDS000034128.170	0	33	SAMN05163613	GCA_012896885.1	blaEC=COMPLETE	2016-04
Isolate to CDC:Isolate to CDC	PDT000137730.3	USA	stool	clinical	PDS000034128.170	4	37	SAMN04230437	GCA_012893285.1	blaEC=COMPLETE	2015-10
	PDT000148508.3	USA	stool	clinical	PDS000034128.170	0	17	SAMN05757124	GCA_012589365.1	blaEC=COMPLETE	2015-06-06
	PDT000276408.3	USA	stool	clinical	PDS000034128.170	5	34	SAMN08299196	GCA_012327345.1	blaEC=COMPLETE	2017-12-04
	PDT000760543.1	USA	stool	environmental/other	PDS000034128.170	34	8	SAMN15147399	GCA_013753075.1	blaEC=COMPLETE	2020-05-18
	PDT000760544.1	USA	stool	environmental/other	PDS000034128.170	34	17	SAMN15147391	GCA_013753085.1	blaEC=COMPLETE	2020-05-22
